,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Type,Unnamed: 6,Date,Unnamed: 8,Num,Unnamed: 10,Memo,Unnamed: 12,Name,Unnamed: 14,Item,Unnamed: 16,Qty,Unnamed: 18,Sales Price,Unnamed: 20,Amount,Unnamed: 22,Balance
203,,,,,,Invoice,,08/08/2018,,13972.0,,"Tack, .024"" Guide Wire",,Bard Puerto Rico:M3883,,Svc:Micro Molding,,"60,000.00",,0.906,,"54,360.00",,"113,260.00"
204,,,,,,Invoice,,08/08/2018,,13972.0,,Shipping  ,,Bard Puerto Rico:M3883,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"113,270.00"
205,,,Total M3883,,,,,,,,,,,,,,,"125,002.00",,,,"113,270.00",,"113,270.00"
206,,,M3884,,,,,,,,,,,,,,,,,,,,,
207,,,,,,Invoice,,09/05/2018,,14011.0,,"Tack, .024"" Guide Wire",,Bard Puerto Rico:M3884,,Svc:Micro Molding,,"48,985.00",,0.906,,"44,380.41",,"44,380.41"
208,,,,,,Invoice,,09/05/2018,,14011.0,,Shipping  ,,Bard Puerto Rico:M3884,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"44,390.41"
209,,,Total M3884,,,,,,,,,,,,,,,"48,986.00",,,,"44,390.41",,"44,390.41"
210,,,M3885,,,,,,,,,,,,,,,,,,,,,
211,,,,,,Invoice,,03/05/2018,,13742.0,,Optifix post molding IV testing and reporting RM3790220-January 2018,,Bard Puerto Rico:M3885,,Svc:Micro Molding,,2.00,,750.00,,"1,500.00",,"1,500.00"
212,,,,,,Invoice,,03/05/2018,,13745.0,,Optifix post molding IV testing and reporting RM3790220-February 2018,,Bard Puerto Rico:M3885,,Svc:Micro Molding,,4.00,,750.00,,"3,000.00",,"4,500.00"
213,,,,,,Invoice,,06/07/2018,,13886.0,,Optifix post molding IV testing and reporting RM3790220,,Bard Puerto Rico:M3885,,Svc:Micro Molding,,2.00,,750.00,,"1,500.00",,"6,000.00"
214,,,Total M3885,,,,,,,,,,,,,,,8.00,,,,"6,000.00",,"6,000.00"
215,,,M3886,,,,,,,,,,,,,,,,,,,,,
216,,,,,,Invoice,,03/05/2018,,13743.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,800.00
217,,,,,,Invoice,,03/05/2018,,13746.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"1,600.00"
218,,,,,,Invoice,,04/13/2018,,13790.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"2,400.00"
219,,,,,,Invoice,,05/10/2018,,13841.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"3,200.00"
220,,,,,,Invoice,,06/07/2018,,13885.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"4,000.00"
221,,,,,,Invoice,,07/12/2018,,13946.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"4,800.00"
222,,,,,,Invoice,,08/06/2018,,13974.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"5,600.00"
223,,,,,,Invoice,,09/06/2018,,14014.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"6,400.00"
224,,,,,,Invoice,,10/08/2018,,14058.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"7,200.00"
225,,,,,,Invoice,,11/13/2018,,14123.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"8,000.00"
226,,,,,,Invoice,,12/11/2018,,14171.0,,Temperature monitoring of material and product storage RM3793399 and RM3790220,,Bard Puerto Rico:M3886,,Svc:Micro Molding,,1.00,,800.00,,800.00,,"8,800.00"
227,,,Total M3886,,,,,,,,,,,,,,,11.00,,,,"8,800.00",,"8,800.00"
228,,,M3887,,,,,,,,,,,,,,,,,,,,,
229,,,,,,Invoice,,03/05/2018,,13744.0,,Sorbafix-post molding IV testing and reporting RM3793399-January 2018,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,5.00,,750.00,,"3,750.00",,"3,750.00"
230,,,,,,Invoice,,03/05/2018,,13747.0,,Sorbafix-post molding IV testing and reporting RM3793399-February 2018,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,1.00,,750.00,,750.00,,"4,500.00"
231,,,,,,Invoice,,04/13/2018,,13791.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,4.00,,750.00,,"3,000.00",,"7,500.00"
232,,,,,,Invoice,,05/10/2018,,13842.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,4.00,,750.00,,"3,000.00",,"10,500.00"
233,,,,,,Invoice,,07/12/2018,,13947.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,2.00,,750.00,,"1,500.00",,"12,000.00"
234,,,,,,Invoice,,08/06/2018,,13975.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,3.00,,750.00,,"2,250.00",,"14,250.00"
235,,,,,,Invoice,,09/06/2018,,14015.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,2.00,,750.00,,"1,500.00",,"15,750.00"
236,,,,,,Invoice,,10/08/2018,,14059.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,1.00,,750.00,,750.00,,"16,500.00"
237,,,,,,Invoice,,11/20/2018,,14134.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,5.00,,750.00,,"3,750.00",,"20,250.00"
238,,,,,,Invoice,,12/11/2018,,14172.0,,Sorbafix-post molding IV testing and reporting RM3793399,,Bard Puerto Rico:M3887,,Svc:Micro Molding,,3.00,,750.00,,"2,250.00",,"22,500.00"
239,,,Total M3887,,,,,,,,,,,,,,,30.00,,,,"22,500.00",,"22,500.00"
240,,,M3900,,,,,,,,,,,,,,,,,,,,,
241,,,,,,Invoice,,04/23/2018,,13810.0,,Permafix Tack RM3793481,,Bard Puerto Rico:M3900,,Svc:Micro Molding,,"50,000.00",,0.651,,"32,550.00",,"32,550.00"
242,,,,,,Invoice,,04/23/2018,,13810.0,,Shipping  ,,Bard Puerto Rico:M3900,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"32,560.00"
243,,,Total M3900,,,,,,,,,,,,,,,"50,001.00",,,,"32,560.00",,"32,560.00"
244,,,M3907,,,,,,,,,,,,,,,,,,,,,
245,,,,,,Invoice,,08/06/2018,,13968.0,,Echo PS Connector,,Bard Puerto Rico:M3907,,Svc:Micro Molding,,"50,000.00",,0.702,,"35,100.00",,"35,100.00"
246,,,,,,Invoice,,08/06/2018,,13968.0,,Shipping  ,,Bard Puerto Rico:M3907,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"35,110.00"
247,,,Total M3907,,,,,,,,,,,,,,,"50,001.00",,,,"35,110.00",,"35,110.00"
248,,,M3948,,,,,,,,,,,,,,,,,,,,,
249,,,,,,Invoice,,10/10/2018,,14061.0,,Echo Connectors RM3793783 Rev. 3,,Bard Puerto Rico:M3948,,Svc:Micro Molding,,"50,000.00",,0.702,,"35,100.00",,"35,100.00"
250,,,,,,Invoice,,10/10/2018,,14061.0,,Shipping  ,,Bard Puerto Rico:M3948,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"35,110.00"
251,,,Total M3948,,,,,,,,,,,,,,,"50,001.00",,,,"35,110.00",,"35,110.00"
252,,,M3964,,,,,,,,,,,,,,,,,,,,,
253,,,,,,Invoice,,06/25/2018,,13916.0,,Tack Absorbable RM3793399 Rev. 17,,Bard Puerto Rico:M3964,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
254,,,Total M3964,,,,,,,,,,,,,,,"50,000.00",,,,"46,300.00",,"46,300.00"
255,,,M3965,,,,,,,,,,,,,,,,,,,,,
256,,,,,,Invoice,,08/01/2018,,13964.0,,Tack Absorbable RM3793399 Rev. 17,,Bard Puerto Rico:M3965,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
257,,,,,,Invoice,,08/01/2018,,13964.0,,Shipping  ,,Bard Puerto Rico:M3965,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
258,,,Total M3965,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
259,,,M3966,,,,,,,,,,,,,,,,,,,,,
260,,,,,,Invoice,,08/06/2018,,13967.0,,Tack Absorbable RM3793399 Rev. 17,,Bard Puerto Rico:M3966,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
261,,,,,,Invoice,,08/06/2018,,13967.0,,Shipping  ,,Bard Puerto Rico:M3966,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
262,,,Total M3966,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
263,,,M3967,,,,,,,,,,,,,,,,,,,,,
264,,,,,,Invoice,,08/14/2018,,13982.0,,Tack Absorbable RM3793399 Rev. 17,,Bard Puerto Rico:M3967,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
265,,,,,,Invoice,,08/14/2018,,13982.0,,Shipping  ,,Bard Puerto Rico:M3967,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
266,,,Total M3967,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
267,,,M3975,,,,,,,,,,,,,,,,,,,,,
268,,,,,,Invoice,,09/25/2018,,14034.0,,Retaining Ring RM0300904 Rev. 0,,Bard Puerto Rico:M3975,,Svc:Micro Molding,,"3,000.00",,1.424,,"4,272.00",,"4,272.00"
269,,,,,,Invoice,,09/25/2018,,14034.0,,Shipping  ,,Bard Puerto Rico:M3975,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"4,282.00"
270,,,Total M3975,,,,,,,,,,,,,,,"3,001.00",,,,"4,282.00",,"4,282.00"
271,,,M3984,,,,,,,,,,,,,,,,,,,,,
272,,,,,,Invoice,,08/13/2018,,13980.0,," Anchor, Adjustable RM0300935 Rev. 2",,Bard Puerto Rico:M3984,,Svc:Micro Molding,,"6,000.00",,1.654,,"9,924.00",,"9,924.00"
273,,,,,,Invoice,,08/13/2018,,13980.0,,Shipping  ,,Bard Puerto Rico:M3984,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"9,934.00"
274,,,Total M3984,,,,,,,,,,,,,,,"6,001.00",,,,"9,934.00",,"9,934.00"
275,,,M4001,,,,,,,,,,,,,,,,,,,,,
276,,,,,,Invoice,,12/05/2018,,14155.0,,Echo PS Connector RM3793783,,Bard Puerto Rico:M4001,,Svc:Micro Molding,,"50,000.00",,0.702,,"35,100.00",,"35,100.00"
277,,,,,,Invoice,,12/05/2018,,14155.0,,Shipping  ,,Bard Puerto Rico:M4001,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"35,110.00"
278,,,Total M4001,,,,,,,,,,,,,,,"50,001.00",,,,"35,110.00",,"35,110.00"
279,,,M4002,,,,,,,,,,,,,,,,,,,,,
280,,,,,,Invoice,,08/29/2018,,13995.0,,"Anchor, Fixed RM0300859 Rev. 2",,Bard Puerto Rico:M4002,,Svc:Micro Molding,,"3,500.00",,2.001,,"7,003.50",,"7,003.50"
281,,,,,,Invoice,,08/29/2018,,13995.0,,Shipping  ,,Bard Puerto Rico:M4002,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"7,013.50"
282,,,Total M4002,,,,,,,,,,,,,,,"3,501.00",,,,"7,013.50",,"7,013.50"
283,,,M4030,,,,,,,,,,,,,,,,,,,,,
284,,,,,,Invoice,,08/27/2018,,13993.0,,"Tack Absorbable, RM3793399 Rev. 17",,Bard Puerto Rico:M4030,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
285,,,,,,Invoice,,08/27/2018,,13993.0,,Shipping  ,,Bard Puerto Rico:M4030,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
286,,,Total M4030,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
287,,,M4031,,,,,,,,,,,,,,,,,,,,,
288,,,,,,Invoice,,09/04/2018,,14003.0,,"Tack Absorbable, RM3793399 Rev. 17",,Bard Puerto Rico:M4031,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
289,,,,,,Invoice,,09/04/2018,,14003.0,,Shipping  ,,Bard Puerto Rico:M4031,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
290,,,Total M4031,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
291,,,M4038,,,,,,,,,,,,,,,,,,,,,
292,,,,,,Invoice,,09/11/2018,,14018.0,,"Tack Absorbable, RM3793399 Rev. 17",,Bard Puerto Rico:M4038,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
293,,,,,,Invoice,,09/11/2018,,14018.0,,Shipping  ,,Bard Puerto Rico:M4038,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
294,,,Total M4038,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
295,,,M4039,,,,,,,,,,,,,,,,,,,,,
296,,,,,,Invoice,,09/24/2018,,14033.0,,"Tack Absorbable, RM3793399 Rev. 17",,Bard Puerto Rico:M4039,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
297,,,,,,Invoice,,09/24/2018,,14033.0,,Shipping  ,,Bard Puerto Rico:M4039,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
298,,,Total M4039,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
299,,,M4057,,,,,,,,,,,,,,,,,,,,,
300,,,,,,Invoice,,10/15/2018,,14068.0,,Tack Absorbable RM3793399 Rev 17,,Bard Puerto Rico:M4057,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
301,,,,,,Invoice,,10/15/2018,,14068.0,,Shipping  ,,Bard Puerto Rico:M4057,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
302,,,Total M4057,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
303,,,M4058,,,,,,,,,,,,,,,,,,,,,
304,,,,,,Invoice,,10/22/2018,,14083.0,,Tack Absorbable RM3793399 Rev 17,,Bard Puerto Rico:M4058,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
305,,,,,,Invoice,,10/22/2018,,14083.0,,Shipping  ,,Bard Puerto Rico:M4058,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
306,,,Total M4058,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
307,,,M4059,,,,,,,,,,,,,,,,,,,,,
308,,,,,,Invoice,,10/29/2018,,14093.0,,Tack Absorbable RM3793399 Rev 17,,Bard Puerto Rico:M4059,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
309,,,,,,Invoice,,10/29/2018,,14093.0,,Shipping  ,,Bard Puerto Rico:M4059,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
310,,,Total M4059,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
311,,,M4060,,,,,,,,,,,,,,,,,,,,,
312,,,,,,Invoice,,11/05/2018,,14104.0,,Tack Absorbable RM3793399 Rev 17,,Bard Puerto Rico:M4060,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
313,,,,,,Invoice,,11/05/2018,,14104.0,,Shipping  ,,Bard Puerto Rico:M4060,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
314,,,Total M4060,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
315,,,M4074,,,,,,,,,,,,,,,,,,,,,
316,,,,,,Invoice,,11/12/2018,,14120.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4074,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
317,,,,,,Invoice,,11/12/2018,,14120.0,,Shipping  ,,Bard Puerto Rico:M4074,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
318,,,Total M4074,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
319,,,M4075,,,,,,,,,,,,,,,,,,,,,
320,,,,,,Invoice,,11/20/2018,,14132.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4075,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
321,,,,,,Invoice,,11/20/2018,,14132.0,,Shipping  ,,Bard Puerto Rico:M4075,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
322,,,Total M4075,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
323,,,M4076,,,,,,,,,,,,,,,,,,,,,
324,,,,,,Invoice,,11/28/2018,,14143.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4076,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
325,,,,,,Invoice,,11/28/2018,,14143.0,,Shipping  ,,Bard Puerto Rico:M4076,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
326,,,Total M4076,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
327,,,M4077,,,,,,,,,,,,,,,,,,,,,
328,,,,,,Invoice,,12/05/2018,,14157.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4077,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
329,,,,,,Invoice,,12/05/2018,,14157.0,,Shipping  ,,Bard Puerto Rico:M4077,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
330,,,Total M4077,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
331,,,M4111,,,,,,,,,,,,,,,,,,,,,
332,,,,,,Invoice,,12/10/2018,,14167.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4111,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
333,,,,,,Invoice,,12/10/2018,,14167.0,,Shipping  ,,Bard Puerto Rico:M4111,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
334,,,Total M4111,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
335,,,M4112,,,,,,,,,,,,,,,,,,,,,
336,,,,,,Invoice,,12/17/2018,,14181.0,,"RM3793399 Rev. 17 Tack, Absorbable",,Bard Puerto Rico:M4112,,Svc:Micro Molding,,"50,000.00",,0.926,,"46,300.00",,"46,300.00"
337,,,,,,Invoice,,12/17/2018,,14181.0,,Shipping  ,,Bard Puerto Rico:M4112,,Freight (Shipping  ),,1.00,,10.00,,10.00,,"46,310.00"
338,,,Total M4112,,,,,,,,,,,,,,,"50,001.00",,,,"46,310.00",,"46,310.00"
339,,Total Bard Puerto Rico,,,,,,,,,,,,,,,,"3,036,595.00",,,,"2,770,969.91",,"2,770,969.91"
340,,Becton Dickinson Penel Ltd,,,,,,,,,,,,,,,,,,,,,,
341,,,M3913,,,,,,,,,,,,,,,,,,,,,
342,,,,,,Invoice,,04/20/2018,,13800.0,,"Piston Manifold (300) separated samples included in 50,000. Buy spec 10000180035 Rev. 6 DWG #100...",,Becton Dickinson Penel Ltd:M3913,,Svc:Micro Molding,,"50,000.00",,0.286,,"14,300.00",,"14,300.00"
343,,,Total M3913,,,,,,,,,,,,,,,"50,000.00",,,,"14,300.00",,"14,300.00"
344,,,M3914,,,,,,,,,,,,,,,,,,,,,
345,,,,,,Invoice,,04/20/2018,,13801.0,,"Pump Bottom (300) separated samples included in 50,000. Buy spec 10000180036 Rev. 7 DWG #1000077...",,Becton Dickinson Penel Ltd:M3914,,Svc:Micro Molding,,"50,000.00",,0.278,,"13,900.00",,"13,900.00"
346,,,Total M3914,,,,,,,,,,,,,,,"50,000.00",,,,"13,900.00",,"13,900.00"
347,,,M3919,,,,,,,,,,,,,,,,,,,,,
348,,,,,,Invoice,,04/27/2018,,13816.0,,"Introducer Hub with Lead Ins (300) Separate samples included in 100,000. Buy spec 10000343611 Re...",,Becton Dickinson Penel Ltd:M3919,,Svc:Micro Molding,,"100,000.00",,0.149,,"14,900.00",,"14,900.00"
349,,,Total M3919,,,,,,,,,,,,,,,"100,000.00",,,,"14,900.00",,"14,900.00"
350,,,M3927,,,,,,,,,,,,,,,,,,,,,
351,,,,,,Invoice,,04/27/2018,,13818.0,,Release Collar-separate 300 samples with shipment. Buy spec 10000179861 Rev. 6 DWG #10000101463 ...,,Becton Dickinson Penel Ltd:M3927,,Svc:Micro Molding,,"50,000.00",,0.143,,"7,150.00",,"7,150.00"
352,,,,,,Invoice,,05/08/2018,,13832.0,,Release Collar-separate 300 samples with shipment. Buy spec 10000179861 Rev. 6 DWG #10000101463 ...,,Becton Dickinson Penel Ltd:M3927,,Svc:Micro Molding,,"50,000.00",,0.143,,"7,150.00",,"14,300.00"
353,,,,,,Credit Memo,,06/14/2018,,13897.0,,bank fees for wire transfer,,Becton Dickinson Penel Ltd:M3927,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"14,275.00"
354,,,Total M3927,,,,,,,,,,,,,,,"99,999.00",,,,"14,275.00",,"14,275.00"
355,,,M3954,,,,,,,,,,,,,,,,,,,,,
356,,,,,,Invoice,,05/31/2018,,13870.0,,Piston Manifold Buy Spec 100000180035 Rev. 6 Version F DWG # 10000076986 Rev. 8 Version J  *Sepa...,,Becton Dickinson Penel Ltd:M3954,,Svc:Micro Molding,,"30,000.00",,0.267,,"8,010.00",,"8,010.00"
357,,,,,,Invoice,,06/19/2018,,13905.0,,Piston Manifold Buy Spec 100000180035 Rev. 6 Version F DWG # 10000076986 Rev. 8 Version J  *Sepa...,,Becton Dickinson Penel Ltd:M3954,,Svc:Micro Molding,,"100,000.00",,0.267,,"26,700.00",,"34,710.00"
358,,,,,,Credit Memo,,07/03/2018,,13929.0,,credit issued for bank fees incurred during wire transfer,,Becton Dickinson Penel Ltd:M3954,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"34,685.00"
359,,,,,,Credit Memo,,08/06/2018,,13971.0,,Credit issued for bank fees incurred during wire transfer,,Becton Dickinson Penel Ltd:M3954,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"34,660.00"
360,,,Total M3954,,,,,,,,,,,,,,,"129,998.00",,,,"34,660.00",,"34,660.00"
361,,,M4047,,,,,,,,,,,,,,,,,,,,,
362,,,,,,Invoice,,09/13/2018,,14025.0,,Pump Bottom DWG 10000077188 Rev. 7 Ver. I.  Buy Spec 10000180036 Ver. H Rev. 8,,Becton Dickinson Penel Ltd:M4047,,Svc:Micro Molding,,"70,300.00",,0.278,,"19,543.40",,"19,543.40"
363,,,,,,Credit Memo,,10/25/2018,,14088.0,,Credit issued for bank fees incurred during wire transfer,,Becton Dickinson Penel Ltd:M4047,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"19,518.40"
364,,,Total M4047,,,,,,,,,,,,,,,"70,299.00",,,,"19,518.40",,"19,518.40"
365,,,M4052,,,,,,,,,,,,,,,,,,,,,
366,,,,,,Invoice,,09/28/2018,,14040.0,,Release Collar Buy Spec 10000179861 Ver. F Rev. 6   DWG 10000101463 Ver. G Rev. 5. Separate 300 ...,,Becton Dickinson Penel Ltd:M4052,,Svc:Micro Molding,,"70,000.00",,0.162,,"11,340.00",,"11,340.00"
367,,,,,,Credit Memo,,10/29/2018,,14095.0,,bank fees incurred during wire transfer,,Becton Dickinson Penel Ltd:M4052,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"11,315.00"
368,,,Total M4052,,,,,,,,,,,,,,,"69,999.00",,,,"11,315.00",,"11,315.00"
369,,,M4080,,,,,,,,,,,,,,,,,,,,,
370,,,,,,Invoice,,10/24/2018,,14084.0,,Pump Bottom DWG10000077188 Rev. 7 Vers. I-No buy spec needed,,Becton Dickinson Penel Ltd:M4080,,Svc:Micro Molding,,"50,300.00",,0.278,,"13,983.40",,"13,983.40"
371,,,,,,Credit Memo,,11/26/2018,,14137.0,,bank fees for wire transfer,,Becton Dickinson Penel Ltd:M4080,,Svc:Attended - Labor:100 Prepare for H.T.,,-1.00,,25.00,,-25.00,,"13,958.40"
372,,,Total M4080,,,,,,,,,,,,,,,"50,299.00",,,,"13,958.40",,"13,958.40"
373,,,M4083,,,,,,,,,,,,,,,,,,,,,
374,,,,,,Invoice,,11/08/2018,,14110.0,,DWG 10000101463 Rev. 5 Ver. G Release Collar. Separate (300 pcs) advanced samples.  No buy spec ...,,Becton Dickinson Penel Ltd:M4083,,Svc:Micro Molding,,"30,000.00",,0.198,,"5,940.00",,"5,940.00"
375,,,,,,Credit Memo,,12/10/2018,,14169.0,,Credit issued for bank fees incurred during wire transfer,,Becton Dickinson Penel Ltd:M4083,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"5,915.00"
376,,,Total M4083,,,,,,,,,,,,,,,"29,999.00",,,,"5,915.00",,"5,915.00"
377,,,M4107,,,,,,,,,,,,,,,,,,,,,
378,,,,,,Invoice,,11/29/2018,,14147.0,,Pump Bottom-SAP #50023635 Buy spec 10000180036 Rev. 9 Ver. I and MTD waiver #181105-1-R2. Separa...,,Becton Dickinson Penel Ltd:M4107,,Svc:Micro Molding,,"100,300.00",,0.258,,"25,877.40",,"25,877.40"
379,,,Total M4107,,,,,,,,,,,,,,,"100,300.00",,,,"25,877.40",,"25,877.40"
380,,,M4108,,,,,,,,,,,,,,,,,,,,,
381,,,,,,Invoice,,11/29/2018,,14145.0,,Piston Manifold SAP #500023633 Buy spec 10000180035 Rev. 8 Ver. H and MTD waiver #181105-3-R2. S...,,Becton Dickinson Penel Ltd:M4108,,Svc:Micro Molding,,"120,300.00",,0.267,,"32,120.10",,"32,120.10"
382,,,Total M4108,,,,,,,,,,,,,,,"120,300.00",,,,"32,120.10",,"32,120.10"
383,,,M4109,,,,,,,,,,,,,,,,,,,,,
384,,,,,,Invoice,,11/29/2018,,14144.0,,Introducer Hub with Lead Ins. SAP #5000236239 Buy spec 10000343611 Rev. 5 Ver. E and MTD waiver ...,,Becton Dickinson Penel Ltd:M4109,,Svc:Micro Molding,,"150,300.00",,0.149,,"22,394.70",,"22,394.70"
385,,,Total M4109,,,,,,,,,,,,,,,"150,300.00",,,,"22,394.70",,"22,394.70"
386,,,M4110,,,,,,,,,,,,,,,,,,,,,
